Id,Response
20706,6
20707,6
20708,8
20709,8
20710,5
20711,1
20712,8
20713,1
20714,8
20715,8
20716,6
20717,5
20718,6
20719,5
20720,6
20721,6
20722,7
20723,6
20724,8
20725,6
20726,6
20727,6
20728,6
20729,5
20730,8
20731,8
20732,6
20733,6
20734,8
20735,6
20736,8
20737,5
20738,5
20739,8
20740,6
20741,5
20742,1
20743,6
20744,6
20745,5
20746,6
20747,6
20748,6
20749,6
20750,8
20751,8
20752,6
20753,5
20754,6
20755,6
20756,8
20757,8
20758,7
20759,8
20760,8
20761,7
20762,8
20763,8
20764,6
20765,8
20766,6
20767,6
20768,8
20769,8
20770,6
20771,6
20772,6
20773,6
20774,6
20775,8
20776,6
20777,8
20778,8
20779,5
20780,8
20781,6
20782,8
20783,5
20784,5
20785,6
20786,8
20787,8
20788,8
20789,8
20790,5
20791,6
20792,5
20793,6
20794,8
20795,8
20796,8
20797,8
20798,1
20799,8
20800,8
20801,8
20802,8
20803,8
20804,8
20805,4
20806,8
20807,8
20808,5
20809,6
20810,8
20811,8
20812,6
20813,5
20814,8
20815,8
20816,8
20817,8
20818,5
20819,8
20820,8
20821,5
20822,6
20823,8
20824,6
20825,6
20826,6
20827,8
20828,8
20829,7
20830,8
20831,5
20832,5
20833,6
20834,5
20835,8
20836,5
20837,6
20838,5
20839,8
20840,5
20841,8
20842,6
20843,8
20844,5
20845,8
20846,8
20847,6
20848,8
20849,5
20850,6
20851,8
20852,8
20853,6
20854,5
20855,6
20856,8
20857,5
20858,8
20859,8
20860,6
20861,8
20862,8
20863,8
20864,8
20865,8
20866,6
20867,8
20868,6
20869,8
20870,8
20871,8
20872,8
20873,8
20874,8
20875,8
20876,8
20877,8
20878,8
20879,8
20880,8
20881,6
20882,5
20883,8
20884,8
20885,8
20886,6
20887,8
20888,8
20889,8
20890,6
20891,7
20892,6
20893,8
20894,8
20895,7
20896,8
20897,6
20898,6
20899,6
20900,6
20901,6
20902,8
20903,6
20904,8
20905,8
20906,6
20907,8
20908,1
20909,5
20910,8
20911,5
20912,8
20913,7
20914,5
20915,8
20916,5
20917,8
20918,8
20919,6
20920,8
20921,8
20922,6
20923,8
20924,8
20925,8
20926,5
20927,8
20928,6
20929,1
20930,8
20931,5
20932,8
20933,6
20934,8
20935,6
20936,8
20937,8
20938,8
20939,6
20940,8
20941,5
20942,5
20943,8
20944,5
20945,8
20946,8
20947,8
20948,7
20949,8
20950,8
20951,6
20952,8
20953,8
20954,6
20955,8
20956,8
20957,6
20958,8
20959,8
20960,6
20961,6
20962,8
20963,8
20964,8
20965,8
20966,6
20967,6
20968,5
20969,8
20970,8
20971,8
20972,8
20973,8
20974,5
20975,8
20976,8
20977,8
20978,8
20979,6
20980,7
20981,8
20982,8
20983,8
20984,8
20985,6
20986,8
20987,5
20988,6
20989,8
20990,8
20991,4
20992,8
20993,4
20994,7
20995,8
20996,8
20997,8
20998,8
20999,5
21000,5
21001,8
21002,8
21003,8
21004,8
21005,6
21006,8
21007,8
21008,8
21009,6
21010,6
21011,6
21012,5
21013,8
21014,8
21015,5
21016,6
21017,8
21018,5
21019,1
21020,6
21021,6
21022,5
21023,5
21024,8
21025,8
21026,8
21027,8
21028,6
21029,5
21030,5
21031,6
21032,8
21033,5
21034,6
21035,6
21036,8
21037,5
21038,8
21039,7
21040,5
21041,8
21042,6
21043,8
21044,8
21045,8
21046,5
21047,6
21048,8
21049,6
21050,5
21051,8
21052,8
21053,8
21054,5
21055,6
21056,6
21057,6
21058,5
21059,8
21060,6
21061,7
21062,8
21063,6
21064,6
21065,6
21066,6
21067,8
21068,8
21069,7
21070,6
21071,8
21072,5
21073,8
21074,6
21075,5
21076,8
21077,6
21078,7
21079,8
21080,5
21081,8
21082,7
21083,6
21084,8
21085,5
21086,6
21087,8
21088,8
21089,5
21090,6
21091,5
21092,5
21093,8
21094,8
21095,8
21096,6
21097,5
21098,6
21099,8
21100,8
21101,8
21102,8
21103,8
21104,8
21105,6
21106,8
21107,8
21108,6
21109,8
21110,8
21111,6
21112,8
21113,8
21114,5
21115,8
21116,8
21117,6
21118,6
21119,8
21120,8
21121,5
21122,5
21123,8
21124,8
21125,6
21126,5
21127,8
21128,8
21129,5
21130,8
21131,1
21132,8
21133,6
21134,5
21135,8
21136,8
21137,6
21138,8
21139,7
21140,6
21141,8
21142,8
21143,8
21144,6
21145,8
21146,6
21147,8
21148,7
21149,8
21150,7
21151,8
21152,6
21153,8
21154,6
21155,8
21156,7
21157,5
21158,5
21159,6
21160,6
21161,6
21162,6
21163,4
21164,8
21165,6
21166,6
21167,8
21168,8
21169,5
21170,8
21171,5
21172,6
21173,5
21174,8
21175,5
21176,8
21177,8
21178,6
21179,6
21180,8
21181,6
21182,8
21183,8
21184,8
21185,6
21186,8
21187,6
21188,8
21189,8
21190,8
21191,8
21192,5
21193,8
21194,8
21195,6
21196,1
21197,5
21198,5
21199,8
21200,8
21201,1
21202,5
21203,6
21204,6
21205,7
21206,8
21207,8
21208,8
21209,6
21210,8
21211,5
21212,8
21213,8
21214,8
21215,6
21216,8
21217,6
21218,8
21219,8
21220,8
21221,6
21222,8
21223,8
21224,8
21225,8
21226,5
21227,8
21228,6
21229,6
21230,8
21231,6
21232,6
21233,5
21234,8
21235,8
21236,8
21237,6
21238,7
21239,8
21240,8
21241,5
21242,5
21243,6
21244,6
21245,5
21246,8
21247,8
21248,6
21249,8
21250,8
21251,8
21252,7
21253,5
21254,8
21255,6
21256,6
21257,6
21258,6
21259,5
21260,6
21261,5
21262,5
21263,6
21264,8
21265,5
21266,5
21267,6
21268,5
21269,8
21270,8
21271,1
21272,6
21273,8
21274,6
21275,6
21276,8
21277,8
21278,6
21279,8
21280,6
21281,5
21282,6
21283,6
21284,8
21285,6
21286,8
21287,6
21288,6
21289,5
21290,8
21291,8
21292,6
21293,6
21294,6
21295,6
21296,6
21297,8
21298,8
21299,8
21300,5
21301,6
21302,8
21303,8
21304,1
21305,5
21306,6
21307,6
21308,6
21309,6
21310,8
21311,8
21312,8
21313,6
21314,5
21315,8
21316,6
21317,5
21318,8
21319,5
21320,6
21321,8
21322,8
21323,5
21324,5
21325,5
21326,8
21327,6
21328,8
21329,8
21330,8
21331,5
21332,5
21333,7
21334,6
21335,6
21336,5
21337,6
21338,6
21339,8
21340,5
21341,5
21342,8
21343,8
21344,7
21345,6
21346,8
21347,7
21348,8
21349,6
21350,8
21351,6
21352,8
21353,8
21354,8
21355,5
21356,8
21357,8
21358,6
21359,8
21360,6
21361,1
21362,8
21363,8
21364,5
21365,8
21366,6
21367,6
21368,1
21369,8
21370,6
21371,6
21372,8
21373,6
21374,5
21375,1
21376,4
21377,8
21378,5
21379,6
21380,8
21381,8
21382,5
21383,5
21384,6
21385,8
21386,6
21387,8
21388,5
21389,8
21390,8
21391,8
21392,8
21393,8
21394,8
21395,6
21396,5
21397,6
21398,8
21399,8
21400,6
21401,6
21402,5
21403,8
21404,8
21405,6
21406,6
21407,7
21408,8
21409,6
21410,6
21411,8
21412,5
21413,8
21414,6
21415,8
21416,5
21417,7
21418,8
21419,5
21420,8
21421,5
21422,8
21423,8
21424,7
21425,8
21426,8
21427,5
21428,6
21429,8
21430,8
21431,8
21432,8
21433,8
21434,8
21435,8
21436,6
21437,6
21438,8
21439,8
21440,8
21441,8
21442,6
21443,8
21444,6
21445,6
21446,6
21447,7
21448,6
21449,5
21450,5
21451,8
21452,8
21453,6
21454,8
21455,8
21456,5
21457,8
21458,5
21459,7
21460,6
21461,6
21462,6
21463,6
21464,8
21465,6
21466,5
21467,5
21468,5
21469,8
21470,8
21471,8
21472,7
21473,6
21474,8
21475,8
21476,5
21477,6
21478,8
21479,8
21480,8
21481,8
21482,5
21483,8
21484,8
21485,5
21486,5
21487,6
21488,8
21489,5
21490,8
21491,7
21492,6
21493,6
21494,8
21495,5
21496,5
21497,4
21498,8
21499,6
21500,6
21501,6
21502,5
21503,5
21504,8
21505,8
21506,8
21507,8
21508,5
21509,8
21510,8
21511,8
21512,6
21513,8
21514,8
21515,5
21516,5
21517,8
21518,6
21519,6
21520,6
21521,7
21522,8
21523,7
21524,6
21525,6
21526,8
21527,8
21528,8
21529,6
21530,8
21531,8
21532,1
21533,6
21534,6
21535,8
21536,5
21537,8
21538,8
21539,8
21540,6
21541,8
21542,6
21543,6
21544,8
21545,8
21546,8
21547,8
21548,8
21549,8
21550,5
21551,5
21552,8
21553,8
21554,1
21555,8
21556,8
21557,8
21558,5
21559,6
21560,6
21561,5
21562,5
21563,8
21564,8
21565,6
21566,6
21567,8
21568,8
21569,8
21570,6
21571,6
21572,6
21573,6
21574,8
21575,1
21576,7
21577,5
21578,7
21579,6
21580,8
21581,6
21582,8
21583,6
21584,7
21585,5
21586,5
21587,8
21588,5
21589,6
21590,6
21591,8
21592,8
21593,8
21594,8
21595,6
21596,8
21597,7
21598,8
21599,6
21600,5
21601,8
21602,5
21603,8
21604,6
21605,8
21606,6
21607,5
21608,6
21609,5
21610,8
21611,8
21612,6
21613,6
21614,8
21615,6
21616,8
21617,1
21618,8
21619,8
21620,8
21621,6
21622,8
21623,6
21624,5
21625,6
21626,6
21627,6
21628,8
21629,5
21630,8
21631,7
21632,8
21633,8
21634,8
21635,6
21636,8
21637,6
21638,8
21639,8
21640,8
21641,5
21642,6
21643,8
21644,8
21645,8
21646,8
21647,7
21648,7
21649,5
21650,8
21651,8
21652,8
21653,7
21654,6
21655,6
21656,8
21657,6
21658,8
21659,5
21660,7
21661,8
21662,8
21663,8
21664,8
21665,8
21666,6
21667,5
21668,6
21669,5
21670,5
21671,8
21672,8
21673,6
21674,6
21675,8
21676,8
21677,5
21678,6
21679,6
21680,8
21681,8
21682,6
21683,5
21684,8
21685,8
21686,8
21687,8
21688,7
21689,8
21690,1
21691,8
21692,8
21693,8
21694,8
21695,8
21696,8
21697,8
21698,8
21699,8
21700,8
21701,6
21702,6
21703,8
21704,8
21705,5
21706,8
21707,8
21708,8
21709,7
21710,6
21711,8
21712,8
21713,8
21714,8
21715,5
21716,1
21717,8
21718,8
21719,6
21720,8
21721,8
21722,8
21723,6
21724,6
21725,6
21726,5
21727,6
21728,5
21729,8
21730,8
21731,8
21732,8
21733,6
21734,8
21735,6
21736,5
21737,1
21738,5
21739,8
21740,8
21741,6
21742,8
21743,8
21744,6
21745,6
21746,6
21747,8
21748,8
21749,8
21750,5
21751,5
21752,6
21753,5
21754,8
21755,6
21756,8
21757,8
21758,5
21759,8
21760,1
21761,6
21762,8
21763,6
21764,8
21765,8
21766,8
21767,6
21768,8
21769,8
21770,8
21771,6
21772,5
21773,7
21774,6
21775,8
21776,6
21777,8
21778,8
21779,5
21780,5
21781,5
21782,8
21783,8
21784,7
21785,8
21786,6
21787,5
21788,8
21789,8
21790,6
21791,5
21792,1
21793,6
21794,8
21795,6
21796,5
21797,8
21798,8
21799,7
21800,8
21801,8
21802,8
21803,5
21804,6
21805,6
21806,7
21807,6
21808,8
21809,6
21810,7
21811,6
21812,5
21813,8
21814,8
21815,6
21816,8
21817,8
21818,8
21819,6
21820,8
21821,8
21822,5
21823,8
21824,6
21825,8
21826,8
21827,6
21828,5
21829,5
21830,8
21831,8
21832,8
21833,5
21834,8
21835,8
21836,8
21837,8
21838,5
21839,8
21840,6
21841,8
21842,5
21843,8
21844,8
21845,8
21846,8
21847,7
21848,8
21849,6
21850,8
21851,8
21852,8
21853,6
21854,8
21855,8
21856,8
21857,8
21858,5
21859,6
21860,6
21861,8
21862,6
21863,8
21864,6
21865,6
21866,6
21867,8
21868,8
21869,8
21870,8
21871,7
21872,6
21873,8
21874,6
21875,5
21876,8
21877,5
21878,8
21879,8
21880,7
21881,8
21882,8
21883,5
21884,8
21885,8
21886,6
21887,8
21888,5
21889,8
21890,8
21891,8
21892,8
21893,6
21894,5
21895,7
21896,6
21897,8
21898,6
21899,8
21900,5
21901,6
21902,6
21903,8
21904,8
21905,6
21906,6
21907,6
21908,8
21909,6
21910,8
21911,5
21912,8
21913,6
21914,6
21915,8
21916,8
21917,6
21918,8
21919,8
21920,8
21921,6
21922,5
21923,8
21924,5
21925,6
21926,6
21927,7
21928,8
21929,5
21930,5
21931,8
21932,8
21933,8
21934,8
21935,8
21936,5
21937,8
21938,7
21939,8
21940,1
21941,6
21942,6
21943,5
21944,5
21945,8
21946,8
21947,8
21948,8
21949,6
21950,6
21951,5
21952,6
21953,8
21954,6
21955,8
21956,6
21957,1
21958,8
21959,8
21960,8
21961,5
21962,8
21963,8
21964,1
21965,8
21966,6
21967,8
21968,8
21969,6
21970,6
21971,8
21972,6
21973,8
21974,8
21975,1
21976,6
21977,8
21978,8
21979,8
21980,5
21981,7
21982,6
21983,5
21984,6
21985,8
21986,8
21987,6
21988,8
21989,6
21990,8
21991,8
21992,6
21993,5
21994,8
21995,6
21996,8
21997,8
21998,5
21999,8
22000,5
22001,8
22002,8
22003,8
22004,5
22005,8
22006,5
22007,6
22008,8
22009,8
22010,8
22011,8
22012,6
22013,6
22014,8
22015,5
22016,8
22017,8
22018,8
22019,8
22020,8
22021,5
22022,6
22023,5
22024,8
22025,8
22026,8
22027,6
22028,5
22029,8
22030,5
22031,5
22032,1
22033,8
22034,6
22035,8
22036,8
22037,7
22038,6
22039,5
22040,6
22041,8
22042,8
22043,8
22044,8
22045,8
22046,8
22047,5
22048,6
22049,7
22050,8
22051,8
22052,7
22053,6
22054,8
22055,6
22056,5
22057,5
22058,8
22059,8
22060,8
22061,8
22062,8
22063,8
22064,5
22065,8
22066,8
22067,8
22068,8
22069,6
22070,8
22071,5
22072,8
22073,6
22074,5
22075,6
22076,6
22077,5
22078,6
22079,8
22080,6
22081,8
22082,6
22083,6
22084,8
22085,5
22086,5
22087,7
22088,8
22089,8
22090,6
22091,6
22092,8
22093,6
22094,8
22095,8
22096,8
22097,6
22098,8
22099,8
22100,8
22101,6
22102,8
22103,6
22104,8
22105,5
22106,7
22107,6
22108,8
22109,6
22110,6
22111,8
22112,6
22113,8
22114,6
22115,8
22116,1
22117,6
22118,8
22119,8
22120,5
22121,5
22122,6
22123,5
22124,1
22125,8
22126,6
22127,8
22128,6
22129,6
22130,6
22131,8
22132,6
22133,8
22134,6
22135,8
22136,6
22137,8
22138,5
22139,8
22140,6
22141,5
22142,8
22143,8
22144,8
22145,5
22146,6
22147,5
22148,8
22149,5
22150,5
22151,8
22152,8
22153,5
22154,5
22155,8
22156,8
22157,8
22158,8
22159,1
22160,6
22161,6
22162,6
22163,6
22164,6
22165,8
22166,8
22167,8
22168,8
22169,6
22170,6
22171,8
22172,6
22173,6
22174,8
22175,8
22176,8
22177,8
22178,6
22179,8
22180,5
22181,5
22182,6
22183,8
22184,8
22185,6
22186,8
22187,6
22188,5
22189,8
22190,8
22191,8
22192,6
22193,8
22194,7
22195,8
22196,5
22197,5
22198,5
22199,8
22200,5
22201,6
22202,6
22203,6
22204,8
22205,8
22206,6
22207,6
22208,6
22209,8
22210,8
22211,6
22212,8
22213,8
22214,8
22215,8
22216,6
22217,8
22218,5
22219,8
22220,8
22221,8
22222,5
22223,6
22224,8
22225,8
22226,8
22227,6
22228,6
22229,8
22230,8
22231,8
22232,8
22233,8
22234,6
22235,6
22236,8
22237,8
22238,5
22239,6
22240,6
22241,8
22242,8
22243,8
22244,8
22245,7
22246,6
22247,8
22248,1
22249,8
22250,8
22251,8
22252,8
22253,5
22254,6
22255,6
22256,8
22257,5
22258,8
22259,8
22260,8
22261,8
22262,5
22263,1
22264,8
22265,5
22266,8
22267,8
22268,6
22269,8
22270,8
22271,6
22272,8
22273,6
22274,5
22275,8
22276,8
22277,8
22278,5
22279,8
22280,6
22281,6
22282,8
22283,5
22284,5
22285,8
22286,8
22287,8
22288,7
22289,5
22290,6
22291,8
22292,6
22293,8
22294,8
22295,5
22296,8
22297,8
22298,5
22299,8
22300,8
22301,8
22302,8
22303,8
22304,5
22305,8
22306,8
22307,5
22308,8
22309,8
22310,8
22311,6
22312,8
22313,7
22314,8
22315,8
22316,8
22317,8
22318,5
22319,6
22320,8
22321,8
22322,6
22323,6
22324,6
22325,8
22326,5
22327,6
22328,8
22329,8
22330,5
22331,6
22332,6
22333,8
22334,8
22335,6
22336,5
22337,6
22338,8
22339,8
22340,8
22341,8
22342,5
22343,8
22344,6
22345,6
22346,6
22347,6
22348,8
22349,6
22350,8
22351,6
22352,5
22353,1
22354,8
22355,8
22356,6
22357,6
22358,8
22359,5
22360,6
22361,5
22362,8
22363,8
22364,8
22365,6
22366,7
22367,6
22368,8
22369,8
22370,6
22371,8
22372,5
22373,6
22374,8
22375,5
22376,5
22377,6
22378,1
22379,8
22380,6
22381,8
22382,8
22383,8
22384,5
22385,8
22386,8
22387,5
22388,8
22389,6
22390,7
22391,6
22392,8
22393,7
22394,8
22395,8
22396,5
22397,5
22398,5
22399,8
22400,8
22401,7
22402,8
22403,8
22404,8
22405,8
22406,6
22407,6
22408,5
22409,8
22410,8
22411,8
22412,6
22413,8
22414,8
22415,8
22416,5
22417,5
22418,8
22419,8
22420,8
22421,8
22422,8
22423,8
22424,6
22425,6
22426,8
22427,6
22428,8
22429,8
22430,5
22431,7
22432,5
22433,8
22434,6
22435,8
22436,7
22437,5
22438,8
22439,8
22440,8
22441,6
22442,5
22443,5
22444,6
22445,8
22446,8
22447,5
22448,8
22449,8
22450,8
22451,8
22452,8
22453,8
22454,8
22455,6
22456,8
22457,8
22458,8
22459,8
22460,8
22461,8
22462,1
22463,8
22464,8
22465,5
22466,8
22467,5
22468,8
22469,8
22470,8
22471,6
22472,8
22473,8
22474,8
22475,5
22476,8
22477,8
22478,8
22479,7
22480,8
22481,8
22482,8
22483,8
22484,5
22485,8
22486,8
22487,7
22488,8
22489,8
22490,6
22491,8
22492,6
22493,6
22494,8
22495,5
22496,8
22497,6
22498,8
22499,8
22500,5
22501,8
22502,8
22503,6
22504,5
22505,8
22506,5
22507,6
22508,5
22509,8
22510,8
22511,8
22512,1
22513,6
22514,8
22515,8
22516,6
22517,8
22518,6
22519,7
22520,8
22521,8
22522,6
22523,8
22524,1
22525,8
22526,6
22527,8
22528,6
22529,8
22530,6
22531,8
22532,8
22533,5
22534,5
22535,8
22536,5
22537,8
22538,8
22539,6
22540,6
22541,8
22542,6
22543,8
22544,8
22545,1
22546,5
22547,6
22548,6
22549,8
22550,8
22551,6
22552,8
22553,8
22554,5
22555,6
22556,5
22557,8
22558,5
22559,8
22560,6
22561,8
22562,6
22563,5
22564,8
22565,6
22566,6
22567,6
22568,8
22569,6
22570,8
22571,5
22572,6
22573,6
22574,7
22575,6
22576,8
22577,8
22578,6
22579,5
22580,7
22581,5
22582,8
22583,8
22584,6
22585,8
22586,8
22587,6
22588,8
22589,8
22590,6
22591,8
22592,8
22593,8
22594,8
22595,8
22596,8
22597,6
22598,8
22599,8
22600,8
22601,6
22602,8
22603,6
22604,8
22605,8
22606,8
22607,6
22608,5
22609,1
22610,6
22611,8
22612,6
22613,6
22614,8
22615,5
22616,8
22617,8
22618,5
22619,8
22620,8
22621,6
22622,6
22623,5
22624,5
22625,8
22626,7
22627,8
22628,8
22629,5
22630,5
22631,8
22632,4
22633,8
22634,8
22635,8
22636,8
22637,8
22638,8
22639,8
22640,8
22641,8
22642,8
22643,8
22644,8
22645,6
22646,8
22647,8
22648,8
22649,8
22650,8
22651,8
22652,8
22653,8
22654,8
22655,1
22656,7
22657,8
22658,6
22659,8
22660,6
22661,6
22662,8
22663,8
22664,6
22665,6
22666,5
22667,8
22668,8
22669,8
22670,6
22671,8
22672,8
22673,6
22674,8
22675,6
22676,8
22677,8
22678,5
22679,6
22680,5
22681,8
22682,8
22683,8
22684,8
22685,8
22686,6
22687,5
22688,5
22689,5
22690,6
22691,6
22692,8
22693,6
22694,8
22695,6
22696,6
22697,6
22698,8
22699,8
22700,6
22701,5
22702,6
22703,8
22704,8
22705,6
22706,6
22707,6
22708,5
22709,6
22710,8
22711,6
22712,5
22713,8
22714,8
22715,8
22716,8
22717,8
22718,8
22719,5
22720,8
22721,6
22722,8
22723,4
22724,8
22725,8
22726,8
22727,6
22728,8
22729,6
22730,8
22731,6
22732,8
22733,8
22734,8
22735,1
22736,6
22737,5
22738,8
22739,6
22740,8
22741,5
22742,8
22743,8
22744,5
22745,6
22746,8
22747,8
22748,8
22749,7
22750,6
22751,8
22752,8
22753,6
22754,7
22755,8
22756,6
22757,8
22758,8
22759,8
22760,8
22761,8
22762,8
22763,6
22764,6
22765,5
22766,8
22767,8
22768,5
22769,5
22770,8
22771,8
22772,6
22773,6
22774,7
22775,8
22776,8
22777,5
22778,6
22779,8
22780,8
22781,5
22782,8
22783,8
22784,8
22785,8
22786,8
22787,8
22788,7
22789,8
22790,7
22791,8
22792,6
22793,6
22794,8
22795,5
22796,7
